STT,Thực thể nguồn (Source),Loại nguồn (Type),Mã CUI nguồn,Chỉ số nguồn (Attributes),Quan hệ lâm sàng (Relation),Thực thể đích (Target),Loại đích (Type),Mã CUI đích,Chỉ số đích (Attributes),Bằng chứng văn bản gốc (Evidence Span),Tài liệu nguồn
505,Prostaglandin,Mechanism,C0033554,,Là cơ chế sinh bệnh học của,Co mạch phổi bù trừ,Mechanism,Chưa có,,các cơ chế bù trừ này lại thất bại trong đợt cấp của hen do tác dụng giãn mạch của prostaglandin,henphequan.txt
506,Protease,Mechanism,C5200997,,Gây tổn thương cơ quan,Phổi,Organ,C0024109,,"Các protease tại phổi, như elastase của bạch cầu trung tính, metalloproteinase của gian bào, và cathepsin, làm giảm elastin và mô liên kết trong quá trình sửa chữa mô thông thường.",01_copd.txt
507,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
508,Protease,Mechanism,C5200997,,Là cơ chế sinh bệnh học của,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Ở những bệnh nhân COPD, bạch cầu trung tính được hoạt hóa và các tế bào viêm khác giải phóng proteases như một phần của quá trình viêm; hoạt tính protease vượt quá hoạt tính antiprotease, hậu quả là sự phá hủy mô liên kết và tăng tiết chất nhầy.",01_copd.txt
509,RADS,Disease,C1299633,,Có dấu hiệu thực thể,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
510,RADS,Disease,C1299633,,Có dấu hiệu thực thể,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
511,RADS,Disease,C1299633,,Có dấu hiệu thực thể,Hạn chế luồng khí,Sign,C0024117,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
512,RADS,Disease,C1299633,,Có triệu chứng cơ năng,Ho,Symptom,C0010200,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
513,RADS,Disease,C1299633,,Có triệu chứng cơ năng,Khó thở,Symptom,C0013404,,"RADS và hen kích ứng mạn tính có nhiều điểm tương đồng về lâm sàng với hen (ví dụ: thở khò khè, khó thở, ho, có hạn chế luồng khí, tăng đáp ứng phế quản)",henphequan.txt
514,RAST,Test,C0034554,,Dùng để chẩn đoán,Hen suyễn,Disease,C0004096,,Test da và đo IgE dị nguyên đặc hiệu thông qua kiểm tra chất hấp thụ radio (RAST) có thể xác định được các tác nhân gây dị ứng cụ thể.,henphequan.txt
515,Renin,Mechanism,C0035094,,Là cơ chế sinh bệnh học của,Angiotensin II,Mechanism,C3714928,,"Renin, một enzym được hình thành trong phức hợp cận cầu thận, xúc tác quá trình chuyển đổi angiotensinogen thành angiotensin I.",01_tanghuyetap.txt
516,Retrovirus,Cause,C0035366,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
517,Roflumilast,Drug,C0965618,,Điều trị,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
518,Roflumilast,Drug,C0965618,,Điều trị,Chồng chéo Hen suyễn-COPD,Disease,C4038730,,ACO đại diện cho một nhóm nhỏ bệnh nhân hen suyễn (từ 15 đến 35%) và COPD (từ 10 đến 40%) có thể đáp ứng với các loại thuốc không thường được chỉ định cho tình trạng rối loạn tương ứng với chẩn đoán chính của bệnh nhân (ví dụ: kê đơn roflimulast/azithromycin,henphequan.txt
519,Roflumilast,Drug,C0965618,,Điều trị,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
520,Roflumilast,Drug,C0965618,,Điều trị,Hạn chế luồng khí,Sign,C0024117,,ví dụ: kê đơn roflimulast/azithromycin cho bệnh nhân có chẩn đoán bằng liệu pháp sinh học điều trị hen suyễn hoặc T2 ở bệnh nhân có chẩn đoán mắc COPD.,henphequan.txt
521,Rò động-tĩnh mạch,Cause,C0003855,,Là nguyên nhân gây ra,Tăng huyết áp tâm thu đơn độc,DiseaseSubtype,C0745133,,"Một số rối loạn làm tăng CO (ví dụ: nhiễm độc giáp, rò động-tĩnh mạch, hở van động mạch chủ), đặc biệt khi thể tích nhát bóp tăng lên, gây tăng huyết áp tâm thu đơn độc.",01_tanghuyetap.txt
522,Rối loạn chức năng dây thanh âm,Disease,C0859897,,Là nguyên nhân gây ra,Hen suyễn,Disease,C0004096,,"rối loạn chức năng dây thanh âm, một nguyên nhân phổ biến gây tắc nghẽn đường hô hấp trên biểu hiện giống như bệnh hen.",henphequan.txt
523,Rối loạn chức năng dây thanh âm,Disease,C0859897,,Là nguyên nhân gây ra,Tắc nghẽn đường hô hấp trên,DiseaseSubtype,C0340101,,"rối loạn chức năng dây thanh âm, một nguyên nhân phổ biến gây tắc nghẽn đường hô hấp trên",henphequan.txt
524,Rối loạn chức năng tế bào nội mô,Mechanism,C0856169,,Là cơ chế sinh bệnh học của,Tăng huyết áp,Disease,C0020538,,"Do đó, rối loạn chức năng tế bào nội mô ảnh hưởng lớn đến huyết áp.",01_tanghuyetap.txt
525,Rối loạn hô hấp ở trẻ em,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
526,Rối loạn hô hấp ở trẻ em,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,rối loạn hô hấp ở trẻ em cũng góp phần gây nguy cơ bị COPD.,01_copd.txt
527,Rối loạn hệ thần kinh trung ương,Disease,C0007682,,Gây tổn thương cơ quan,Hệ thần kinh trung ương,Organ,C3714787,,rối loạn hệ thần kinh trung ương (CNS),01_tanghuyetap.txt
528,SARS-CoV-2,Cause,C5203676,,Là nguyên nhân gây ra,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Một số loại vi rút (bao gồm coxsackievirus, vi rút rubella, cytomegalovirus, vi rút Epstein-Barr, SARS-CoV-2 (1, 2) và retrovirus) có liên quan đến khởi phát của bệnh tiểu đường loại 1.",01_daithaoduong.txt
529,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Bệnh thận mạn tính,Disease,C1561643,,"Ở những bệnh nhân mắc bệnh thận mạn tính (2, 3) hoặc suy tim không có chống chỉ định, thuốc ức chế SGLT2 được khuyến nghị",01_daithaoduong.txt
530,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Bệnh tim mạch do xơ vữa động mạch,Disease,C0004153,,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
531,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Suy tim,Disease,C0018801,,"Ở những bệnh nhân mắc bệnh thận mạn tính (2, 3) hoặc suy tim không có chống chỉ định, thuốc ức chế SGLT2 được khuyến nghị",01_daithaoduong.txt
532,SGLT2 inhibitors,Measurement,Chưa có,Thông số: Chỉ số SGLT2 inhibitors,Điều trị,Xơ vữa động mạch,Mechanism,C0004153,,"Ở những bệnh nhân mắc bệnh tim mạch do xơ vữa động mạch, thuốc ức chế kênh đồng vận natri/glucose 2 (SGLT2) hoặc thuốc chủ vận thụ thể GLP-1 có thể được khuyến nghị",01_daithaoduong.txt
533,Siêu âm thận,Test,C0203408,,Dùng để chẩn đoán,Tăng huyết áp,Disease,C0020538,,"nếu bất thường, cân nhắc siêu âm thận",01_tanghuyetap.txt
534,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh lý van tim,Disease,C0018824,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
535,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Bệnh tâm thất trái,Disease,C5686755,,Siêu âm tim thường được chỉ định khi nghi ngờ có bệnh của tâm thất trái hoặc bệnh lý van tim.,01_copd.txt
536,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Phì đại thất trái,DiseaseSubtype,C0149721,,"Khi quan sát thấy phì đại thất trái trên ECG, siêu âm tim thường sẽ được thực hiện.",01_tanghuyetap.txt
537,Siêu âm tim,Test,C0013516,,Dùng để chẩn đoán,Tăng áp động mạch phổi,DiseaseSubtype,C2973725,,Siêu âm tim đôi khi hữu ích để đánh giá chức năng thất phải và tăng áp động mạch phổi,01_copd.txt
538,Siêu âm tại giường (POCUS),Test,C5396784,,Dùng để chẩn đoán,Tràn khí màng phổi,Disease,C0032326,,Siêu âm tại giường (POCUS) có thể là một thủ thuật bổ trợ hữu ích để chẩn đoán nhanh viêm phổi hoặc tràn khí màng phổi.,01_copd.txt
539,Soi đáy mắt,Test,Chưa có,,Dùng để chẩn đoán,Bệnh võng mạc tăng huyết áp độ 1-2,DiseaseSubtype,Chưa có,,"Khám thực thể tập trung vào các cơ quan đích, bao gồm khám thần kinh, soi đáy mắt và khám tim mạch.",02_thuocdieutri.txt
540,Sulfite,RiskFactor,C0038750,,Làm tăng nguy cơ mắc,Bệnh hen do tập luyện,Disease,C0004099,,Các bệnh nhân nhạy cảm với sulfite nên tránh đồ có chứa sulfite,henphequan.txt
541,Sulfite,RiskFactor,C0038750,,Làm tăng nguy cơ mắc,Hen do gắng sức,DiseaseSubtype,C0004099,,Các bệnh nhân nhạy cảm với sulfite nên tránh đồ có chứa sulfite,henphequan.txt
542,Suy giảm bài tiết insulin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Đái tháo đường,Disease,C0011849,,Đái tháo đường là suy giảm bài tiết insulin,01_daithaoduong.txt
543,Suy giảm bài tiết insulin,Mechanism,Chưa có,,Là cơ chế sinh bệnh học của,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Mặc dù kháng insulin là đặc trưng ở những người mắc bệnh tiểu đường loại 2 và những người có nguy cơ mắc bệnh này, nhưng cũng có bằng chứng về rối loạn chức năng tế bào beta và suy giảm bài tiết insulin tiến triển theo thời gian, bao gồm",01_daithaoduong.txt
544,Suy giảm chức năng hô hấp,Disease,C0035229,,Có triệu chứng cơ năng,Triệu chứng mạn tính,Symptom,C4699979,,"giảm thiểu sự suy giảm chức năng hô hấp và các nguy cơ, bao gồm ngăn ngừa các đợt cấp và giảm thiểu các triệu chứng mạn tính",henphequan.txt
545,Suy giảm chức năng hô hấp,Disease,C0035229,,Dẫn đến biến chứng,Đợt cấp,Complication,C2919376,,"Mục tiêu điều trị là giảm thiểu sự suy giảm chức năng hô hấp và các nguy cơ, bao gồm ngăn ngừa các đợt cấp",henphequan.txt
546,Suy giảm chức năng hô hấp,Disease,C0035229,,Dẫn đến biến chứng,Đợt cấp tính,DiseaseSubtype,C2919376,,"Mục tiêu điều trị là giảm thiểu sự suy giảm chức năng hô hấp và các nguy cơ, bao gồm ngăn ngừa các đợt cấp",henphequan.txt
547,Suy giảm chức năng nghiêm trọng,RiskFactor,C4489230,,Làm tăng nguy cơ mắc,Bệnh phổi tắc nghẽn mạn tính,Disease,C0024117,,"Bệnh nhân có nguy cơ tử vong cao là những bệnh nhân có giảm cân rõ rệt không rõ nguyên nhân hoặc suy giảm chức năng nghiêm trọng (ví dụ những người gặp khó thở với việc tự chăm sóc, chẳng hạn như mặc quần áo, tắm hoặc ăn uống).",01_copd.txt
548,Suy giảm chức năng nghiêm trọng,RiskFactor,C4489230,,Làm tăng nguy cơ mắc,Giới hạn luồng không khí,DiseaseSubtype,C0024117,,"Bệnh nhân có nguy cơ tử vong cao là những bệnh nhân có giảm cân rõ rệt không rõ nguyên nhân hoặc suy giảm chức năng nghiêm trọng (ví dụ những người gặp khó thở với việc tự chăm sóc, chẳng hạn như mặc quần áo, tắm hoặc ăn uống).",01_copd.txt
549,Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,Làm tăng nguy cơ mắc,Bệnh lý tim mạch,Complication,C0007222,,Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch,01_daithaoduong.txt
550,Suy giảm điều hòa glucose,DiseaseSubtype,C4302025,,Làm tăng nguy cơ mắc,Bệnh tim mạch,Disease,C0007222,,Yếu tố này có liên quan đến tăng nguy cơ mắc bệnh tim mạch,01_daithaoduong.txt
551,Suy thận,Complication,C1565489,,Gây tổn thương cơ quan,Hệ thần kinh trung ương,Organ,C3714787,,các trường hợp tăng ure máu cao do suy thận tiến triển có thể biểu hiện bằng hôn mê hoặc buồn nôn.,02_thuocdieutri.txt
552,Suy thận,Disease,C1565489,,Làm tăng nguy cơ mắc,Nhiễm toan lactic,Complication,C0001125,,Metformin có thể gây nhiễm toan lactic ở bệnh nhân suy thận,01_daithaoduong.txt
553,Sàng lọc biến chứng,Test,Chưa có,,Dùng để chẩn đoán,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Với bệnh nhân đái tháo đường loại 2, sàng lọc bắt đầu lúc chẩn đoán.",01_daithaoduong.txt
554,Sàng lọc biến chứng đái tháo đường,Test,Chưa có,,Dùng để chẩn đoán,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,Tất cả bệnh nhân với đái tháo đường loại 1 nên bắt đầu sàng lọc biến chứng đái tháo đường sau thời điểm chẩn đoán 5 năm.,01_daithaoduong.txt
555,Sàng lọc biến chứng đái tháo đường,Test,Chưa có,,Dùng để chẩn đoán,Đái tháo đường loại 2,DiseaseSubtype,C0011860,,"Với bệnh nhân đái tháo đường loại 2, sàng lọc bắt đầu lúc chẩn đoán.",01_daithaoduong.txt
556,Sàng lọc đái tháo đường,Test,C0740213,,Dùng để chẩn đoán,Đái tháo đường,Disease,C0011849,,Sàng lọc đái tháo đường nên được tiến hành cho người có tăng nguy cơ.,01_daithaoduong.txt
557,Sản phẩm từ sữa,RiskFactor,C0010947,,Làm tăng nguy cơ mắc,Đái tháo đường loại 1,DiseaseSubtype,C0011854,,"Việc trẻ sơ sinh tiếp xúc với các sản phẩm từ sữa (đặc biệt là sữa bò và protein beta casein trong sữa), lượng nitrat cao trong nước uống và mức tiêu thụ vitamin D thấp có liên quan đến việc tăng nguy cơ mắc bệnh tiểu đường loại 1.",01_daithaoduong.txt
558,Sử dụng cocaine dạng hít,RiskFactor,Chưa có,,Làm tăng nguy cơ mắc,Hen suyễn,Disease,C0004096,,"Trước khi liệu pháp được tăng cường, việc tuân thủ, tiếp xúc với các yếu tố môi trường (ví dụ: tiếp xúc với chất kích thích) và sự hiện diện của các bệnh kèm theo (ví dụ: béo phì, viêm mũi dị ứng, bệnh trào ngược dạ dày thực quản, bệnh phổi tắc nghẽn mạn tính, ngưng thở khi ngủ do tắc nghẽn, rối loạn chức năng dây thanh âm, sử dụng cocaine dạng hít).",henphequan.txt
